news	class
张柏芝带三个孩子不容易想找灵魂伴侣，谢霆锋却在酒店玩卡丁车。久未在公开场合露面的张柏芝，近期也是抽空参加了一档真人秀节目。只不过毕竟有张柏芝的加盟，关注度那可不是一般的高。而张柏芝也是没有辜负观众的希望，一上来就放了王炸。 当然大家最关心的无疑就是一下几个点：当年的照片门事件，与谢霆锋的关系，三胎孩子的父亲。只不过对于这些问题，估计是张柏芝也不太好在电视上就这么大方的说出来，因此就有些模棱两可的说了一些内情。 对于照片门事件，张柏芝表示自己做了就不会后悔，虽然网络上的舆论给自己造成了莫大的伤害，但是一切还是要向前看，自己要勇敢坚强的面对这一切。 而对于孩子三胎父亲的问题，张柏芝也是说的有些忌讳莫深，只是大方的表示，自己现在已经是单身母亲了。也就是从侧面说这个三胎孩子父亲是谁，估计张柏芝也是准备要继续藏一段时间了 当然张柏芝也是在采访中提到过，为什么要顶着这么大的舆论压力也要把孩子生下来。她表示称自己非常喜欢小朋友，但是眼见两个孩子都慢慢长大，迟早会要离开自己。想到这些就会感到有些悲凉，所以说如果两个孩子以后成家立业了，离开自己，还有老三在身边陪着，说不定以后情况允许的话，会再生一个呢！ 在今年成为第3个孩子的母亲之后。张柏芝受到了大众的关注，但是演艺事业一直都没有当年最高峰的时候好。这次在综艺节目上爆了些小料，也是给她带来了不少的热度与话题 张柏芝9岁时父母因为感情不和而离婚，她对此态度豁达，支持父母离婚，既然没有了感情，还不如分开呢？但是现如今她不肯承认三胎孩子的父亲。与谢霆锋的关系也是扑朔迷离，那么年纪大了之后，她又会怎么选择呢？ 张柏芝表示“自己要一个灵魂伴侣，要一个可以和我分担，可以一起聊天，明白对方的一个伴侣，一个可以和我走下去，年纪老了，例如他生病我可以带他去看医生，我生病他可以带我去看医生的一个灵魂伴侣。”只不过这些话貌似就是说给谢霆锋听的。 其实以张柏芝现如今的状态，估计想娶她的人，必须要有极大的心里承受力吧，除了照片门事件之外，有两个孩子是谢霆锋的，一个孩子是nobody的，光是孩子的问题上就足够让人喝一壶的了。只不过张柏芝谈话完毕，记者们就扎堆找到谢霆锋，希望他也能谈谈看法，表表态，毕竟张柏芝都说了这么多了，男方好歹也要回应回应吧。 就在今日，谢霆锋也是抽出时间参加某综艺节目的录制，结果没想到的是，面对前来堵门的记者，谢霆锋却耍起了太极，开着一辆卡丁车出来，在酒店的大堂内玩的是不亦乐乎。 而当有不少记者在后面追着他询问对张柏芝的事情有何看法的时候，他也是丝毫不理会记者的提问，自顾自的继续玩着卡丁车，最后玩够了就一溜烟跑了，根本没有给记者们任何可乘之机 其实谢霆锋的做法虽然有些荒唐，但是也不失为一次明智之举。毕竟真要回答对张柏芝的看法，怎么说都不对，怎么说记者和媒体都有话题可写，与其这样，还不如什么都不说的好。现如今谢霆锋选择和王菲在一起，张柏芝又想找个灵魂伴侣，估计这几个人之间，还会有更有趣的事情发生。	0
相差40岁的这对“爷孙恋”恋人领证了。　　前一段饱受争议的“爷孙恋”主角林靖恩和李坤城被曝如今已经领证，并且有媒体爆料，两人领证的时候，林靖恩已经怀孕两个月。本来是一件值得庆贺的事情，无奈两人在一起就受到各方的压力，甚至有网友表示这是“今天最让人恶心的新闻”。　　李坤城与林靖恩的父亲是好友，所以第一次看到林靖恩就被她身上的与年龄不符的气质吸引了，从小缺少父爱的林靖恩在李坤城这里找到了依赖感才会让两个人惺惺相惜吧。　　台湾这对相差40岁的“爷孙恋”备受外界的热议，有“黑胶教父”之称的60岁音乐人、作词人李坤城和20岁林靖恩的爱情一直不被祝福。李坤城曾在接受采访时公开透露，自己偏好幼齿女孩，小女友林靖恩很单纯可爱，俩人在一起很快乐，没有年龄差的距离感，并称：“会经常跟女友一起洗澡，一起泡温泉”，像正常情侣恋爱，为爱情保鲜。　　李坤城还公开透露：平时靠版税、通告费，及网拍黑胶留声机及台湾文献，每月收入约10万元，私下里还收藏超过6万张古董黑胶，就算卖10年也卖不完，粗估黑胶总价值超过5千万元，他表示自己的经济收入完全可以支付一家的开销，小女友林靖恩不需要操心，无忧无虑的生活。　　林靖恩和李坤城。	0
王源为吸烟事件道歉！一个月内两次道歉，19岁“巨星”前路漫漫。5月21日，TFBOYS成员王源被曝5月20日在某餐厅聚餐时抽烟，该行为引发网友强烈关注。很快，北京市卫生和计划生育监督所在其官方微博上称，正在进行核实调查，如属实将依法处罚。 5月21日下午，王源在微博发文，公开道歉，王源写道：“对不起！这件事让我深刻反思了自己的行为，对自己造成的不良社会影响，我感到十分抱歉和愧疚，很抱歉我做了一个错误的示范，我会承担相应的责任并接受处罚。作为一名公众人物，我今后一定会更加注重自身的言行，希望大家不要效仿我的错误行为。再次向大家道歉，我一定会以此为鉴，成为更好的大人。” 在公共场合吸烟，属于不文明行为。王源作为引人关注的娱乐人物，发生这种事，自然会吸引更多的目光，甚至会被过分解读。所以，道歉才能平息众怒，赢得谅解。 可喜的是，对于王源道歉的行为，粉丝们均给予了包容，有粉丝写道：“哥哥平时压力大也要注意释放压力的方法，多出去跑跑步散散心。”“长大不是去做一些不再受年龄约束的事情，而是像这样坦坦荡荡承认错误，为自己的错误示范诚恳道歉。公共空间抽烟这个行为确实不应当，接受你的道歉，下不为例哦！”看得出来，大家对于错误还是相当理智的。 需要说明的是，这是王源一个月能第二次公开道歉。4月26日，在《我是唱作人》节目中，王源以一首《世界上没有真正的感同身受》自诉心情，演唱到动情之处时崩溃落泪，表演完毕后向观众鞠躬致歉，随后在采访中解释道：“我太难过了，特别特别难过，有画面涌上心头，没有控制住情绪”。还直言“第一次在舞台上这么崩溃”。 4月26日深夜，王源在微博公开道歉，他写道：“”首先跟各位听众道个歉 。因为在舞台上哭到影响演唱真的是挺不专业的行为，但是再给我一次机会我依旧可能控制不住自己的情绪。我觉得这是舞台事故但是不是错误 ，不过我真的超级无敌希望世界上真的有感同身受吧！希望每个人都能感同身受世间所有美好的事物。希望每个人都能真的笑着，暖的像太阳。我爱这个温柔的世界。 这次道歉，赢得了梁博、张杰、魏大勋和高进等前辈的关注，大家纷纷送上祝福和宽慰。 一个月内，王源两次公开道歉！一次是因为私事，一次是因为公共行为。不论何种性质，至少，王源勇于直面问题的行为值得肯定。从公众的心理角度讲，值得包容。 根据公开资料，王源2000年11月8日出生于重庆，2011年底，王源加入TF家族，成为家族练习生。今年王源才19岁。这是一个太过年轻的年龄。然而，近些年，随着TFBOYE组合的持续走红，王源压力巨大，承受了太多不是他这个年轻段的孩子应该承受的东西。 从职业上讲，王源俨然“巨星”。可是，看到这些问题，其实他还只是一个孩子。公众包容孩子，孩子自己也应该成长。一个月两次公开道歉，并不是坏事，只希望王源尽快成熟吧！	0
《向往3》黄磊吐露心声，一番话让嘉宾很尴尬，何炅坐一旁未言语。            说实话，对于来到节目中的几位艺人，除了何炅有了解外，黄磊等常驻MC对这几位嘉宾不是很熟悉，除了好友老狼外，而最新的一期节目中，黄磊当着嘉宾的面吐露自己的心声，一番心里话让嘉宾们很尴尬，怎么回事?                        通过预告我们看到，晚饭之后，大家都来到蘑菇屋客厅座谈，相比之前来的几位嘉宾，这次现场氛围比较安静，成员之间的话不是很多。在这个安静的环境下，黄磊开始吐露自己的心声，当中嘉宾的面就表示，当老狼来了之后，自己才感觉到舒服。这是为何?随后黄磊解释道：“因为我跟你们也不熟，没有必要跟不熟的人，费力瞎扯”。                        或许黄磊也是因为这才会在与大家打招呼的时候不是很热情，不过当黄磊说出这一番话的时候，我们注意到，几位嘉宾都很尴尬，一时间现场气氛非常安静。黄磊对于几位新出道的艺人不熟悉也能够理解，不过何炅因为经常活跃在综艺舞台上，对当中的嘉宾也略知一二。所以当黄磊说出内心话的时候，何炅在一旁未言语。                        看过这期节目的朋友应该知道，黄磊其实在嘉宾们来到蘑菇屋的时候就已经展现出情绪，毛不易来到节目的时候，黄磊直言怎么又来了，还带返场呢?言语中不是很欢迎。黄磊对毛不易还比较熟悉，但之后的几位嘉宾到来时，黄磊也不热情打招呼，而最后直接不打招呼，让彭昱畅去招呼客人。                        我们都知道，黄磊再见节目中负责为嘉宾们做饭，而这次一下来8个嘉宾，加上4位常驻嘉宾，黄磊需要做12个人的饭，确实有些难度。而黄磊在切菜的时候就默默讲到，自己会很累，要早一些休息。                        黄磊的这种情绪在好友老狼来了之后发生变化，听到老狼来了之后，黄磊展现出一脸高兴，从表情就能看到心情变化，此外黄磊在与老狼聊天的时候也表示自己很纳闷，谁也不认识，不知道该说什么。                        从黄磊的这席话中我们也能听出，黄磊对节目组邀请来的这几位嘉宾不是很满意，除了老狼，池子，毛不易还熟悉外，其余的嘉宾都不了解。而且黄磊还要负责这么多人的饭，确实很辛苦，只能说节目组这次没有为黄磊考虑，有些心疼。虽然节目中黄磊说话比较直接，但也都是内心的话，很真实，并没有假装热情，也希望节目组能体谅黄磊。	0
蔡少芬为张晋庆生 甜蜜赞其全能老公蔡少芬为张晋庆生 甜蜜赞其全能老公。 5月19日晚，蔡少芬分享与张晋的亲密照为老公庆生，照片中蔡少芬张晋夫妇亲密出镜，结婚多年仍甜蜜十足。 王菊晒与张柏芝陈意涵等人合影 …Baby穿抹胸裙现身 大步疾行引粉…CP感爆棚！胡歌桂纶镁甜笑对视《南方车站的聚会》剧组在戛纳举…杨超越代言大话西游 小龙女造型…章子怡一袭玫红长裙现身 优雅端庄范冰冰旗下小花彭小苒现身 穿裙…准阔太奚梦瑶化浓妆不敢认 高贵…女明星中的一股清流！沈月的腿怎…韩雪未受“假唱”风波影响 现身…毕滢被偶遇 手舞足蹈和人热聊心…杨超越染绿发扮潮 狂拨发似梅超风国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…Baby穿抹胸裙现身 大步疾行引粉…                                                                                                	0
小贝紧搂女儿不松手 小七亭亭玉立初长成。　　东方网4月1日讯 当地时间2017年3月30日，带领儿女现身洛杉矶机场。　　小贝搂着女儿小七。　　小贝牵着小七　　小贝带一家儿女现身机场。　　小贝牵着小七。　　小贝带儿女现身机场。　　小贝大儿子布鲁克林。	0
萌萌哒！杨超越扎双马尾清新可爱萌萌哒！杨超越扎双马尾清新可爱。 2019年5月19日，广州，杨超越现身活动，扎双马尾清新可爱。 吃可爱长大的？林志玲嘟嘴甜笑搞…杨钰莹秀嫩白美腿 歪头甜笑似妙…马思纯现身戛纳红毯 着装优雅略…奚梦瑶一袭透视裙飘逸灵动 终于…巩俐黄裙摇曳与老公甜笑对视 恩…娜扎穿吊带裙现身戛纳红毯 侧颜…蔡少芬为张晋庆生 甜蜜赞其全能…王菊晒与张柏芝陈意涵等人合影 …Baby穿抹胸裙现身 大步疾行引粉…CP感爆棚！胡歌桂纶镁甜笑对视《南方车站的聚会》剧组在戛纳举…杨超越代言大话西游 小龙女造型…国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…杨钰莹秀嫩白美腿 歪头甜笑似妙…                                                                                                	1
古力娜扎双丸子头拍写真 变身俏皮小哪吒古力娜扎双丸子头拍写真 变身俏皮小哪吒。 近日，古力娜扎一组写真照曝光，她双丸子头造型可爱俏皮，好似古灵精怪小哪吒。搭配裸色系镂空针织外搭，少女感满满。 张柏芝录节目化身美食博主 红裙…鞠婧祎夏日自拍俏皮可爱 红唇水…蒋依依领衔“00后四小花”登杂志…赵天戈出席活动 时髦叠穿尽显少…汤晶媚生日写真曝光李连杰合影“小杨幂” 亲吻小脑…“王胖子”刘天佐与美女车中缠绵…张杰休闲风尽显帅气 发表公益演…“大嫂”徐冬冬红裙复古写真摩登…蒋劲夫风波后现身机场，提包疾走…高冷御姐版韩雪上线 戴茶色墨镜…恩爱如初！洪欣张丹峰十指紧扣逛…国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…鞠婧祎夏日自拍俏皮可爱 红唇水…                                                                                                	1
"吴绮莉曝当年曾被成龙猛追 怀孕后男方却这样。与　　网易娱乐3月30日报道 据台湾媒体报道，武打巨星成龙17年前爆出轨吴绮莉，两人生下“小龙女”吴卓林，去年吴绮莉上真人秀《惊喜旅程》，向制作人聊起那段从小三变人母的过程，当时知道怀孕后打给成龙，却发现对方无预警换了手机号码，生下女儿后，又数度被妈妈拿刀恐吓要她去找成龙，为了女儿安全，吴绮莉才决定搬离老家，回到香港。　　吴绮莉去年上《惊喜旅程》，在微博转发节目制作人朱茂文一篇专访她的长文，内容从她与成龙初次见面到当妈，吴绮莉透露18岁时就被成龙追求过，但她当时有男友，不把他放在眼里，几年后又遇见，抗拒不了成龙的猛烈攻势，双方才开始交往。　　吴绮莉说，热恋时拍完戏，成龙就会打给她邀吃饭，威胁：“吴小姐不到，所有人都不准吃饭”，等她到了，成龙又一样样先夹给她，早餐、消夜样样都有，到工作遇上生日，成龙还会请人送花，“他虽有家室，却是一匹被放养的野狼，几乎从来不用回家。”　　吴绮莉发现怀孕后，成龙并未反对她生下，不久小道消息传开，使吴绮莉被大批媒体围攻，想挖出孩子生父身份，没想到此时成龙却换了电话，逃避的举动惹怒了吴绮莉，托人放话“不会再找你”，之后在某篇专访认了小孩的爸就是成龙。
　　生下女儿后，吴绮莉和吴卓林、母亲一起住在上海，每次吴绮莉跟妈妈要生活费，吴母竟将钞票一张张扔在地上，要吴绮莉自己捡起，吴妈妈气急时还常挥刀乱砍，逼吴绮莉去找孩子的爸，使吴绮莉一度压力过大内分泌失调爆肥，最后决定带着女儿离开上海，到香港重新生活，吴绮莉说如果人生没有母亲，所有故事将会是另一个样子，幸好女儿的存在救了她，感叹：“经历过这些事情，我们怎么可能不会变得强大呢？”
                        
                        
                                                
                                                
                        
                        
                        
                                                                                                

                        
                        "	0
蒋勤勤暖心分享过敏治疗方法 曾因过敏被指大变样。日前，面部严重过敏的亮相机场时，被拍到双颊红肿，引来热议。3月31日下午，过敏症状基本痊愈的蒋勤勤在微博上回复网友的评论，将自己的治疗过程po了出来，分享治过敏的绝招，从面部的清洁到用药，再到逐渐康复后的基本护理，蒋勤勤都写得十分详细，被网友赞道“女神真的很贴心！”前些天，面部过敏的蒋勤勤亮相机场时，被拍到双颊红肿，引来热议。近日蒋勤勤在微博上晒出新照，过敏的症状已经逐步消退，她还和网友们一起交流抗过敏、治疗过敏的绝招。有网友留言道：“易过敏真的很痛苦，以后就和女神一起对抗过敏这个大魔头啦！”。	0
张艺谋眼光有多好？巩俐章子怡国际红毯上每次都秒别人，骨相太好。每年的这个时候都是各种国际电影节盛行的时候， 也是各国演员巨星争奇斗艳的时刻， 尤其是女演员这个时候都会化最美的妆容最出彩的礼服出席电影节， 为的就是能在这时候出个话题上了热搜， 不过，有时就是因为太想要反而弄巧成拙， 每年在红毯上出事的不在少数。 ↓↓↓范冰冰就因为在红毯上无人理，但坚持每年蹭红毯被称为毯星 但有网友统计每年的各种国际电影节红毯上有两位从来未崩过， 每次的气场和造型也是全方位碾压，就是巩俐和章子怡这两位谋女郎， 巧合的是，这两位都是谋女郎代表人物， 这就不得不称赞张艺谋的眼光了，他的眼光真的很毒， 巩俐和章子怡不仅是他一手发掘，而且还是最能代表中国女演员的华人代表了， 此次戛纳电影节巩俐就拿到了“跃动她影”奖， 这还是亚洲女演员第一次获得此奖，真的很有分量了， ↓↓↓不过比起巩俐拿奖，她的衣着和脸又成为了热议焦点， 刚宣布和70岁男友结婚的53岁巩俐，身材恢复得比之前还好， 脸也是一如既往的紧致和年轻，完全不像是50多岁的女人 ↓↓↓巩俐70岁的老公看着也最多50多岁， 所以有网友称这对是“不老神仙夫妻”， 巩俐主要厉害在哪里呢？就是偶尔她的身材会走样， 但她的脸从来不会崩，永远都是精致的不老电影脸， 有网友分析说这就是骨相的问题， 她的骨相生的好，所以无论什么时候看着状态都非常完美， 这是整容打针都无法做到的， ↓↓↓也是非常令人羡慕了，巩俐就是所谓的为电影而生的人 另一位骨相好的自然就是章子怡了， 其实仔细看，她跟巩俐长得有些相似， 并不是五官，而是气质和感觉，大概就是骨相相似的原因， 张艺谋的女主角全是看骨相的，个个都是电影脸， ↓↓↓章子怡跟巩俐一样，她甚至连身材都没有走过样， 即使生过孩子，脸从来没有崩过 ↓↓↓章子怡看五官从来不是典型的大美人， 但她的气质这些年一直是顶尖的， 加上演技的加成，即使是合照，也像在电影里 ↓↓↓跟国外女星站在一起，这种骨相会显得更优越， 骨相生的好的人，不显老，而且是越老越有气质的类型 各位身边有巩俐章子怡这种骨相好的人吗？ 她们平时是如何保养的呢	0
欧阳娜娜一人养全家？不存在的...她爸一块地就2.5亿人民币了。前段时间皮皮就看到有新闻说，欧阳娜娜要一个人养活全家5口人，承担家里所有开销？ 橘子君独家福利！关注橘子娱乐 微 信 公 众 号 ：（juziyule），发送“欧阳娜娜”，查看明星专访大稿！ 还有机会获得明星独家照片套装~快关注起来吧！ 原因是有媒体说她去年上半年光是戏剧、电影作品及各项代言，就赚了3亿台币（约合人民币6450万元）。 而爸爸欧阳龙之前的月薪不到20万台币（约4万人民币），差了也就一千多倍吧... 所以就有了“欧阳娜娜一人奶全家”的新闻....... 最近欧阳龙上沈玉琳的节目，就公开说这事了： 没等当事人说话，沈玉琳先开了口：人家红的时候赚的钱，都已经是你三辈子赚的那么多了！ 欧阳龙的回应就官方多了，说孩子不是父母的附属品，她很独立，意思很明显了。 说我们全家要靠女儿来养？？？ 沈玉琳抢答：笑到内裤都松掉啦.... 欧阳龙：这句话不足以表达我的内心，你再帮我说个更那啥一点的.... 欧阳娜娜的爸爸欧阳龙，80年代的一线男演员，年轻时是个不折不扣的帅哥。 84年以电影《金大班的最后一夜》的男主出道： 后面还演过很多琼瑶剧的男主角，代表作有《警花缘》、《风华绝代》、《烟锁重楼》、《京华烟云》等等，搭档的都是当年最火的小花，什么刘雪华啊，赵雅芝啊。 他老婆傅娟，也就是娜娜的妈妈，曾是台湾玉女型的艺人，演过很多电视剧，比如《书剑恩仇录 》、《风华绝代》。 不但能演还能唱，发行过专辑《十个梦》： 傅娟的家里在台北最贵的信义路三四段有很多地和店面，是个地主小姐： 欧阳龙早年的房产就已经有好几套，最大的一块地有2800平方米，14年就价值2.5亿人民币。 现在住的家曾在《康熙来了》展示过，一层两户都是她家，爸爸妈妈住一套，她和姐姐妹妹住隔壁一套。 再说了，欧阳娜娜11岁大提琴全台湾第一，12岁举办独奏音乐会，13岁考取世界著名的美国柯蒂斯音乐学院。 把女儿培养得这么优秀，花销一定不少。 而且娜娜主修大提琴，辅修钢琴，家里很多把大提琴不说，节目里拍到的钢琴是k.kwai家的三角钢琴，价格在40万左右。 她本人就是从小穿名牌、学着艺术的白富美。 人生第一双高跟鞋是姑姑和姑父送的Gucci。 童装也是moschino的： 小时候开个演奏会，她爸送她一把100万的大提琴。 除了父母有钱 ，她自己也争气之外，她的姐姐妹妹也都是从小在镁光灯下长大的孩子。 姐姐欧阳妮妮虽然也拍过戏，但水花不大，有时候也会和父母一起出席活动，站站台什么的。 妹妹欧阳娣娣也是从小学习舞蹈和小提琴。 2015年的时候还演过偶像剧《舞吧舞吧在一起》。 2017年还在芒果的元宵喜乐会上有一段小提琴solo。 你们想想，能富养三个女儿，让每个人从小学各种乐器和才艺到大，全部给与最好的教育，家里没矿真的很难做到吧.... 虽然欧阳娜娜的能力是完全能养活全家人的，只是，没这个必要....... 最后一句  欧阳龙：我也想我的宝贝女儿养，可是我的实力不允许。	0
唐鹤德晒照怀念张国荣 仍住二人爱巢守着其骨灰。　　唐鹤德INS截图　　国华娱乐网4月1日报道   据香港媒体《东网》4月1日报道，2003年的4月1日，影视巨星离开了大家，相隔14年，大家对张国荣的思念仍未有减退，不少人在4月1日都在社交网发文上传照片追忆已故巨星张国荣。　　张国荣唐鹤德资料图　　而张国荣的挚爱唐鹤德，亦有在社交网上传相片并留言：“夜天花板有这段戏，总关不上心里的放映机…”，另据台媒报道唐鹤德至今仍住在与张国荣两人的爱巢中，守护着“哥哥”的骨灰。网友们看到照片，思念之情涌上心头，泪目评论，望先人安好。。	0
